gender,yearsExperience,yearsSchool,wage
female,9,12,1.1708505058
female,8,13,7.3493385595
female,6,11,4.2704850689
female,6,9,2.6539278132
female,6,12,3.3523298693
female,6,12,5.9713375796
female,9,13,4.8995590397
female,8,13,1.6379755552
female,8,13,5.9713375796
female,6,12,2.7522214359
female,8,12,12.786804018
female,5,12,3.3684468398
female,8,14,3.6746692798
female,10,12,2.6832904188
female,3,14,2.895193978
female,4,12,11.207202495
female,5,12,4.1040120822
female,4,14,2.7981630204
female,8,12,2.1638797429
female,10,12,3.0510340489
female,7,12,6.1712956798
female,8,12,9.6832501291
female,9,12,8.0492755652
female,9,11,4.7360245179
female,4,12,6.873482106
female,9,12,3.8277804998
female,9,12,10.294023033
female,8,12,13.087863188
female,9,12,3.4066626062
female,6,13,5.2768155349
female,5,12,4.5495905369
female,7,12,3.7031550881
female,9,12,3.5840825773
female,5,9,5.3524594551
female,8,12,4.5495905369
female,6,9,3.5385704176
female,9,12,6.0661207158
female,6,12,7.0640592439
female,4,12,2.9034423939
female,7,12,8.3343014593
female,5,12,1.9904458599
female,8,11,5.5120039196
female,8,11,3.5125515174
female,9,11,4.1646251837
female,6,12,5.0246057901
female,9,12,5.516059846
female,8,12,5.9713375796
female,9,12,7.0147871714
female,5,12,5.245410266
female,4,12,4.4402253797
female,13,7,3.0622243998
female,6,12,6.5664193315
female,6,12,7.3807459893
female,6,12,2.1755157785
female,9,12,4.8995590397
female,9,8,6.8111173948
female,8,12,3.9808917197
female,6,11,6.4306712396
female,5,11,3.3760212464
female,9,12,5.1110293691
female,6,12,2.9217553906
female,8,12,7.3493385595
female,7,12,10.100770035
female,8,12,6.5010264779
female,7,12,8.2680058795
female,8,12,2.7773663161
female,9,12,5.8087997887
female,8,12,4.5933365997
female,7,12,11.008885743
female,9,12,7.7285931295
female,7,12,1.9610304038
female,6,12,7.6644554272
female,9,12,4.2862898732
female,7,12,2.2480329712
female,5,12,6.1024447919
female,9,11,6.7368936796
female,8,11,2.9785089126
female,9,12,4.0621344079
female,6,12,5.5120039196
female,6,12,5.7096454945
female,5,13,6.4148653814
female,10,9,6.3900397832
female,7,12,10.411562959
female,8,10,3.7637521714
female,8,11,2.7613121755
female,9,11,5.0880036181
female,9,12,3.334778404
female,10,8,2.895193978
female,4,11,2.5186661144
female,8,12,4.069921247
female,9,11,3.8277804998
female,6,12,5.6491589815
female,6,12,5.8182263596
female,6,12,2.2966682999
female,11,10,3.9808917197
female,3,12,1.4928343949
female,2,12,2.5683172385
female,6,12,5.5953968535
female,9,12,10.615711253
female,3,12,8.2046853071
female,6,12,1.2248897599
female,9,12,11.005994755
female,7,12,6.6148150519
female,5,9,1.5976822955
female,9,12,7.1671631745
female,9,12,7.6555609995
female,9,12,4.1513954619
female,8,12,9.5983722576
female,6,12,6.4861779548
female,6,12,9.4222289225
female,7,12,8.0440521547
female,6,13,4.8995590397
female,5,12,4.8995590397
female,7,12,4.6584903103
female,8,12,3.5092098468
female,5,11,1.8423961678
female,8,12,3.0696032538
female,9,12,3.9347810048
female,7,12,3.0622243998
female,9,12,6.1244487996
female,6,12,4.8995590397
female,9,12,5.3588926997
female,8,12,6.250372046
female,6,12,3.9808917197
female,8,12,5.8644338378
female,9,11,4.6350288568
female,5,12,1.6193457843
female,5,12,5.1644000689
female,8,12,3.928280816
female,6,12,4.0867082732
female,5,11,6.244536031
female,9,11,4.5001384658
female,9,12,3.1743397166
female,8,12,3.7705169035
female,5,11,2.3302780799
female,5,12,7.9617834395
female,8,12,6.8488459695
female,9,12,5.1408830832
female,9,12,9.5678084251
female,9,11,5.8704394024
female,8,12,3.9196472317
female,7,12,7.6555609995
female,9,12,6.7368936796
female,7,9,4.2871141597
female,6,13,8.2104658176
female,10,11,2.6429156646
female,8,12,3.6746692798
female,7,12,0.6898296121
female,8,12,1.8219184072
female,5,12,6.6494015539
female,7,11,3.9808917197
female,6,12,2.5022747953
female,8,11,1.486839076
female,7,11,4.0969726104
female,9,11,7.2967179971
female,9,11,4.2111912407
female,5,13,8.3685898926
female,9,11,3.1563066162
female,9,12,4.7127232653
female,8,12,3.5262163064
female,7,12,4.7035766781
female,8,10,4.1704579921
female,9,12,4.838652919
female,3,11,2.4581835662
female,9,12,6.1244487996
female,6,12,8.8804507594
female,7,12,7.6555609995
female,8,11,5.2025656081
female,6,12,3.15466891
female,5,12,3.4198264438
female,9,12,4.8859415882
female,9,12,0.5197900048
female,9,12,4.2871141597
female,6,12,3.0622243998
female,6,13,4.693261817
female,8,12,10.924692453
female,8,11,4.6768518106
female,9,10,2.4497795198
female,9,12,2.2292993631
female,9,12,4.2099461049
female,8,12,5.1717567641
female,7,12,1.2208649305
female,6,12,2.9200810322
female,4,10,2.9098903941
female,7,12,1.5589506035
female,9,12,3.768891569
female,9,12,7.9617834395
female,4,11,0.8165931733
female,7,12,3.9502694757
female,6,10,2.1710424111
female,7,12,4.4585987261
female,6,10,3.5486806187
female,6,13,11.636452719
female,8,12,2.915582668
female,5,11,2.3885350318
female,6,11,4.8995590397
female,4,12,7.0431161195
female,6,12,4.3871051605
female,7,11,5.3078556263
female,9,12,5.8941695247
female,6,10,2.3306841224
female,6,12,1.0070239923
female,9,12,6.361474908
female,10,11,6.0537660911
female,10,10,3.4011502072
female,8,12,4.9761146497
female,9,12,2.8662420382
female,7,11,2.7811709275
female,9,11,2.7793862189
female,5,13,3.1483858468
female,10,10,3.6746692798
female,8,12,8.8804507594
female,9,12,4.8995590397
female,8,12,0.2813351039
female,9,12,7.5564133484
female,8,12,4.8995590397
female,5,12,2.2845863528
female,9,12,2.8266686767
female,8,13,6.0155697098
female,5,13,4.5083711435
female,9,12,9.4773409849
female,11,10,8.6365108496
female,4,12,3.6746692798
female,6,12,3.1222680155
female,9,11,9.2007477699
female,2,12,4.2441080354
female,9,12,2.5150747292
female,5,11,3.5923014217
female,5,12,4.7356332726
female,6,12,3.8770423705
female,8,11,6.0495647095
female,6,11,2.9239908577
female,7,11,10.393004024
female,9,11,8.5936710141
female,8,11,7.3175232411
female,7,10,7.1628053475
female,7,12,6.7691276206
female,8,10,6.2195911467
female,7,11,11.306674707
female,8,10,4.679354139
female,7,11,4.2874352919
female,4,11,3.1131118043
female,7,11,4.8107452807
female,8,11,6.6079579154
female,10,8,2.5830213449
female,6,11,12.095786379
female,6,8,1.4461679693
female,4,11,7.9617834395
female,6,11,5.5885595296
female,8,11,5.2182493248
female,8,10,3.2168821978
female,9,11,3.3291528099
female,3,11,3.0622243998
female,9,11,4.2747830548
female,9,11,4.7464478197
female,8,11,6.3422456986
female,7,10,1.835569669
female,7,11,5.5941504644
female,5,12,2.9200810322
female,6,11,7.0431161195
female,8,11,6.1244487996
female,4,11,0.6617586235
female,9,11,6.1244487996
female,9,11,6.4306712396
female,4,11,7.3493385595
female,7,11,8.1469411939
female,3,11,5.5363282791
female,7,11,1.9658158823
female,5,11,7.6052856735
female,9,11,5.8268054903
female,6,11,2.9488086813
female,8,11,3.1531815602
female,9,9,2.1435570799
female,7,12,10.770968456
female,6,11,3.1428092524
female,4,10,5.1297396657
female,9,11,5.4595086442
female,7,10,5.5120039196
female,5,10,8.3808246731
female,8,11,7.1147852012
female,8,11,10.105340519
female,4,11,10.565399825
female,7,11,7.0431161195
female,7,11,6.2988793034
female,6,11,6.3694267516
female,7,12,4.5495905369
female,7,11,6.1110612721
female,6,11,7.7205172747
female,8,10,1.65296542
female,7,11,3.7288588471
female,6,11,5.1242371292
female,8,10,1.5519415435
female,8,10,6.2278839349
female,6,10,3.6746692798
female,7,11,4.2788855337
female,8,11,5.7876041156
female,9,10,4.382633086
female,6,11,2.3530366343
female,8,11,3.3684468398
female,8,10,3.9808917197
female,6,11,5.3750436722
female,7,11,5.6869881711
female,9,11,5.9740830222
female,8,11,5.2057814797
female,5,10,3.3401218217
female,7,11,4.4585987261
female,4,10,2.8919077192
female,8,11,3.6746692798
female,9,11,4.4323330488
female,5,11,2.8999440912
female,7,11,3.8572003061
female,6,11,7.4189345686
female,5,11,6.7368936796
female,8,12,4.1159462046
female,7,11,8.3510261854
female,7,11,11.980795873
female,9,11,5.3282704557
female,7,12,3.1847133758
female,8,11,4.5495905369
female,6,11,9.9146737171
female,4,11,2.5660999863
female,5,11,10.781212319
female,8,11,6.3141776967
female,9,10,2.1435570799
female,7,11,9.1947105338
female,9,11,2.9010546946
female,8,11,1.9231360965
female,3,11,5.2057814797
female,8,11,0.551200392
female,4,11,5.397819281
female,9,11,10.734988907
female,8,11,5.6061305193
female,7,10,3.0622243998
female,6,12,6.4278618594
female,7,10,4.381355181
female,8,11,6.9874556125
female,7,10,5.178395733
female,4,11,4.0829658664
female,8,11,3.7467216186
female,5,11,7.2758801541
female,7,11,4.0420289181
female,8,11,5.2057814797
female,8,10,5.2057814797
female,9,11,8.2424531814
female,5,10,2.2747952684
female,7,11,3.81860117
female,8,12,5.5107716362
female,8,9,3.6059544142
female,9,11,4.6646780667
female,9,11,4.9914257717
female,5,11,3.0622243998
female,4,11,8.4076433121
female,9,10,8.8804507594
female,9,10,7.0431161195
female,8,10,4.1539739684
female,3,11,3.5240680798
female,7,11,5.3609062612
female,9,11,4.112255435
female,8,11,8.5805748985
female,6,10,7.4934432372
female,7,11,4.5127517471
female,4,11,3.4501061571
female,9,11,4.3883845729
female,9,11,2.4804017638
female,7,11,6.3030785563
female,6,11,3.8277804998
female,6,11,3.4616449737
female,9,10,3.954644082
female,8,11,8.5379396962
female,7,10,5.1205753251
female,8,10,2.1435570799
female,9,11,3.9479917882
female,8,11,3.0534164677
female,7,10,4.644373673
female,8,11,2.2579449331
female,9,11,9.45285949
female,8,10,6.6625802841
female,7,11,10.183676492
female,7,10,5.9195415907
female,4,11,2.1615701646
female,7,11,7.4371955398
female,7,11,6.1244487996
female,3,11,1.7975804567
female,8,11,2.8251489624
female,6,11,10.105340519
female,5,11,6.1244487996
female,6,11,6.9596009086
female,8,11,7.9950963409
female,5,11,6.8900048996
female,8,11,5.8107051067
female,8,11,7.1764129464
female,4,11,1.1921386968
female,2,11,3.8956738542
female,8,12,3.2899931568
female,6,11,3.8743471725
female,8,11,4.2685163571
female,6,11,6.1143123402
female,9,10,3.9844492637
female,8,11,8.7729840163
female,7,11,3.9472503813
female,9,10,3.6746692798
female,8,11,2.4497795198
female,6,11,3.3684468398
female,6,11,3.810768142
female,7,11,2.4497795198
female,6,11,4.3595187544
female,5,11,2.2427558984
female,7,10,4.5933365997
female,9,11,6.0966805179
female,5,11,1.8063296178
female,3,10,1.9301293187
female,3,11,4.2843677701
female,3,10,1.9904458599
female,2,10,0.2713280831
female,4,11,2.516896767
female,7,11,3.2250262033
female,9,10,7.5502924983
female,11,8,1.4764708912
female,8,10,2.6476239466
female,8,12,5.3109505859
female,8,12,3.0622243998
female,9,11,4.1340029397
female,5,11,6.4994150526
female,7,11,2.9430716994
female,5,11,2.4497795198
female,6,10,3.1890620968
female,7,11,4.5495905369
female,5,10,4.6768518106
female,6,11,4.3456127935
female,7,10,2.3161551824
female,8,10,3.0622243998
female,8,12,6.1244487996
female,7,11,4.3378615788
female,7,11,3.6053358971
female,8,10,5.7880389142
female,5,11,5.7105205359
female,7,12,2.7560019598
female,10,8,3.3602487587
female,9,11,7.279344859
female,9,11,4.8593242502
female,7,10,5.103707333
female,6,10,18.515775441
female,9,10,5.4712763351
female,10,9,5.6079290213
female,8,10,5.4507594317
female,8,10,6.7368936796
female,6,10,3.467443374
female,5,10,7.4718275355
female,5,10,4.4059192567
female,9,10,5.3588926997
female,8,10,1.7498425142
female,5,9,2.3109031298
female,9,10,10.84157745
female,10,9,2.7560019598
female,9,10,3.9808917197
female,9,10,3.4253853598
female,8,9,1.1942675159
female,8,10,3.9612989641
female,8,10,2.2442611037
female,9,9,5.9713375796
female,6,10,1.8439200687
female,8,10,4.1340029397
female,5,10,0.5186829602
female,4,10,5.6466549216
female,9,10,10.972970766
female,3,10,1.0191082803
female,4,9,3.7913254474
female,8,9,3.0622243998
female,9,10,7.0431161195
female,7,10,1.9833624226
female,8,9,3.1453959267
female,4,9,3.3523298693
female,5,11,0.5541041106
female,4,9,0.3249707526
female,9,10,4.491262453
female,3,9,0.5514655196
female,9,8,5.7124903602
female,4,9,2.4250048311
female,9,6,4.5173239373
female,8,9,4.6301517859
female,3,9,2.3272905439
female,9,8,2.1435570799
female,9,9,3.6746692798
female,3,8,1.4812620353
female,3,8,1.6761649346
male,10,12,11.45580351
male,7,14,2.9332886356
male,12,11,6.2191310837
male,12,12,6.915377616
male,11,11,4.9465625755
male,12,12,5.1345640883
male,10,12,3.0622243998
male,7,11,5.5872164488
male,11,12,7.6555609995
male,10,14,16.65645071
male,9,15,3.2168821978
male,12,12,6.8287604116
male,8,11,1.0328800138
male,11,12,3.4909358158
male,10,12,6.1309990122
male,11,13,4.6384438443
male,7,15,7.9617834395
male,8,15,8.9458240893
male,9,13,2.4497795198
male,11,12,2.6329406054
male,14,8,6.1893722851
male,9,12,2.0414829332
male,10,11,1.0927938054
male,8,14,0.734933856
male,11,12,3.5031847134
male,6,14,9.0335619794
male,9,15,8.7579617834
male,12,10,4.8995590397
male,8,13,6.3482658654
male,11,12,2.9117379436
male,5,15,3.2663726931
male,8,12,4.3329433684
male,10,12,3.2527248964
male,12,12,10.564674179
male,12,12,7.944758956
male,11,12,6.1244487996
male,15,8,3.2393778775
male,9,12,2.5294578834
male,12,11,2.9625240705
male,16,8,5.7379960804
male,9,14,9.7991180794
male,11,12,6.1244487996
male,9,15,15.716767309
male,7,12,7.4641719745
male,9,12,2.359046945
male,12,12,6.1197413063
male,8,15,12.204889584
male,8,12,5.5732484076
male,13,9,4.4232130219
male,7,12,10.96849924
male,12,10,2.0029643873
male,14,9,7.8392944635
male,11,12,4.8253232967
male,9,11,3.3406084361
male,9,13,6.2782902798
male,11,10,2.0747318409
male,10,11,3.6746692798
male,8,14,5.4109207841
male,9,13,6.6348195329
male,6,13,3.3684468398
male,9,11,6.3553038541
male,11,12,4.8995590397
male,9,12,4.7491339815
male,11,12,2.465584549
male,11,12,7.0431161195
male,6,11,2.5922085617
male,9,11,4.8995590397
male,6,12,4.9865906805
male,5,14,3.0755319901
male,9,12,4.3940855608
male,7,12,7.7248869077
male,5,14,14.382576536
male,10,10,9.6344270192
male,7,12,5.7382222987
male,9,10,4.338846561
male,10,12,4.4113344287
male,8,14,10.634977516
male,9,12,7.6963906582
male,6,14,11.660950514
male,5,14,1.3846579895
male,6,13,1.4861995754
male,4,14,5.0862935947
male,8,12,9.0346478746
male,10,11,2.4497795198
male,14,9,7.1962273395
male,12,11,5.5120039196
male,9,12,3.2143846184
male,13,8,1.0317059529
male,11,10,6.1244487996
male,3,15,6.4555000861
male,4,12,2.3437284584
male,11,12,4.8995590397
male,7,14,3.9808917197
male,8,10,0.8685581934
male,12,11,6.7368936796
male,6,12,0.8319522925
male,7,13,4.5495905369
male,6,11,6.0088931619
male,10,12,8.685581934
male,12,10,3.0622243998
male,11,8,1.5250024146
male,10,12,5.3453669735
male,13,10,7.0431161195
male,6,12,6.1244487996
male,6,14,3.595644134
male,14,9,3.6761120239
male,8,14,2.0489883852
male,6,14,2.4497795198
male,9,12,3.0013005636
male,11,9,5.0752404395
male,8,14,4.4855117969
male,11,12,8.9530094902
male,7,10,1.0734988907
male,7,14,14.290380532
male,8,13,4.8995590397
male,9,12,8.2680058795
male,7,12,3.434494817
male,11,12,7.3493385595
male,7,14,4.8510485541
male,12,10,4.7283954051
male,10,12,5.5120039196
male,9,12,6.808697562
male,12,10,2.6175726376
male,7,12,4.0256208402
male,8,12,5.4373155197
male,9,12,12.283894449
male,9,12,3.9808917197
male,11,10,4.0483644608
male,6,13,11.092493885
male,9,12,5.2057814797
male,10,9,3.1222680155
male,13,9,3.9808917197
male,10,11,7.2640521177
male,8,12,5.8301389031
male,8,13,3.1919678482
male,11,11,3.9156311997
male,8,12,3.3328395793
male,7,14,4.6044048807
male,11,10,2.8467855899
male,8,9,1.0881708573
male,7,12,1.4329641367
male,10,9,3.8277804998
male,8,12,8.1148946595
male,8,12,7.4641719745
male,8,12,5.8168280836
male,8,11,6.4337643955
male,11,10,2.5320159348
male,9,12,4.4960659423
male,9,10,1.797822067
male,10,12,5.2057814797
male,5,12,0.3184713376
male,10,9,5.9144676979
male,8,12,10.198499893
male,8,12,4.7464478197
male,8,9,5.4284887087
male,6,11,4.2540190812
male,8,12,6.1244487996
male,9,12,4.8995590397
male,8,13,7.9617834395
male,7,13,5.8519878279
male,8,13,4.1904123366
male,9,12,2.3382623905
male,7,12,7.9617834395
male,12,10,2.7560019598
male,7,13,5.9429338517
male,10,12,2.1149175711
male,7,13,5.0526702597
male,13,8,3.1847133758
male,3,11,1.6472655392
male,6,12,5.2057814797
male,6,14,10.615711253
male,10,11,4.8131688299
male,8,13,9.9334160115
male,9,12,5.6785379658
male,8,12,3.5783296357
male,8,11,4.6161699106
male,7,12,8.0394370932
male,9,13,7.1451902662
male,8,10,7.4332435081
male,4,12,2.0080159999
male,10,11,2.0029643873
male,8,12,3.2812198417
male,4,12,1.9935607986
male,11,11,9.3755580689
male,7,13,5.9713375796
male,7,13,9.7531847134
male,5,12,4.5933365997
male,9,12,7.0431161195
male,9,11,5.5975028473
male,5,12,6.2556869882
male,4,11,2.7613121755
male,9,8,4.8995590397
male,10,11,10.105340519
male,8,12,2.5697342412
male,6,11,7.7351672126
male,9,10,2.7560019598
male,8,11,9.3539080335
male,6,11,5.7758025959
male,7,12,5.0065363113
male,11,8,5.7091510244
male,8,9,0.5258194897
male,6,12,2.1435570799
male,8,11,7.6555609995
male,7,12,8.5742283195
male,7,12,3.1120977614
male,9,12,3.976910828
male,5,12,3.7659204286
male,9,12,7.3493385595
male,12,8,1.0411562959
male,6,9,5.8182263596
male,7,11,0.2211606511
male,6,11,4.8995590397
male,4,11,3.1070374398
male,8,11,3.8370040672
male,8,12,4.3866575424
male,2,12,3.7284449278
male,8,11,4.5933365997
male,8,12,6.3220116641
male,12,8,6.050955414
male,7,11,4.3927081045
male,3,12,6.4306712396
male,5,12,5.7324840764
male,5,11,4.5933365997
male,5,12,3.6860108516
male,8,12,7.1560454928
male,9,12,7.0431161195
male,8,11,4.7770700637
male,3,11,9.4928956394
male,7,13,3.7913254474
male,9,12,3.3684468398
male,9,11,3.9808917197
male,6,10,5.7324840764
male,10,11,2.2058620785
male,10,10,1.905384071
male,5,11,4.7770700637
male,3,12,2.3810941127
male,4,12,4.556988245
male,10,11,7.9617834395
male,8,11,5.5386319579
male,5,13,9.6630192172
male,5,12,5.2057814797
male,4,11,6.4078739956
male,7,11,5.6962353063
male,5,11,39.808917197
male,7,12,4.5933365997
male,8,12,9.5694512494
male,6,12,8.5742283195
male,7,12,0.7625370055
male,6,12,5.7253274172
male,6,11,18.473419092
male,2,13,3.3641338477
male,10,9,4.7321149715
male,7,8,2.1435570799
male,9,11,4.1340029397
male,9,11,7.6846912084
male,6,11,3.7052915238
male,7,12,5.4075133238
male,6,12,3.9676661659
male,5,11,6.0983873154
male,6,11,3.3174097665
male,5,11,11.722871322
male,6,11,3.7454626395
male,8,10,7.9617834395
male,9,9,2.5409947147
male,7,11,4.220026558
male,9,11,4.4585987261
male,7,11,7.6555609995
male,8,11,5.3841308128
male,8,11,5.6653096901
male,7,11,5.2057814797
male,7,10,5.4491293502
male,7,11,4.1141335448
male,5,12,11.889596603
male,4,10,3.0622243998
male,4,11,4.5627143557
male,9,10,4.8995590397
male,10,10,0.8261253893
male,7,8,1.8373346399
male,4,11,6.2775600196
male,4,11,4.7464478197
male,7,11,5.2057814797
male,7,11,3.2094010764
male,7,10,5.2057814797
male,8,10,5.8182263596
male,8,10,6.2394384505
male,2,11,11.811436971
male,9,10,5.8182263596
male,9,11,2.9047966114
male,5,12,4.1033806957
male,8,11,7.3493385595
male,7,10,0.5047089344
male,9,9,0.4697217368
male,7,11,4.631508372
male,8,11,3.5985461873
male,4,11,6.4306712396
male,7,10,6.3694267516
male,5,10,4.3517822526
male,8,10,4.6848373288
male,4,10,3.970443185
male,8,11,10.707113441
male,7,10,4.7464478197
male,5,10,9.8436595252
male,2,12,4.5062611032
male,8,9,5.4639690271
male,8,10,4.199622034
male,7,11,3.1847133758
male,8,11,5.6267020774
male,7,10,2.1435570799
male,6,9,3.6746692798
male,7,10,5.7406850551
male,8,11,7.9617834395
male,8,10,1.3780009799
male,8,11,5.1328713749
male,7,10,3.0622243998
male,9,11,6.8243858053
male,10,9,1.3132838663
male,10,9,5.5120039196
male,4,13,5.9395187293
male,6,11,6.5867908496
male,6,11,4.0946314832
male,6,11,6.6097824781
male,7,9,5.3524594551
male,5,9,2.0603506128
male,4,8,3.6396724295
male,7,10,6.5787506354
male,7,10,2.5142474019
male,8,9,5.3287526957
male,9,8,7.3493385595
male,3,8,9.0991810737
male,7,10,8.6660950514
male,7,10,2.1713954835
male,5,11,9.2993630573
male,6,10,2.8152162438
male,9,10,7.0431161195
male,6,10,7.4630507229
male,7,10,5.3928784853
male,9,10,3.2519960527
male,5,11,4.2871141597
male,5,10,5.9151437143
male,7,10,7.1349828515
male,4,10,11.636452719
male,6,9,5.1778245537
male,6,7,4.6540696515
male,3,8,0.77675936
male,3,10,5.3841308128
male,10,12,11.198992091
male,9,12,7.4535844965
male,11,12,7.8115611104
male,8,12,8.2680058795
male,14,8,1.8515775441
male,10,11,4.5122710022
male,8,10,3.7898089172
male,9,13,3.5713791194
male,10,14,10.615711253
male,11,12,5.5120039196
male,7,15,12.086732141
male,9,12,4.8995590397
male,7,12,2.5875796178
male,11,12,3.1531815602
male,8,14,2.4419527482
male,10,12,3.8781215
male,5,14,6.0776972821
male,14,10,5.4797699786
male,11,12,8.7172811381
male,14,8,5.6543213983
male,8,10,7.6007479136
male,6,14,8.1065431384
male,12,10,2.3645203718
male,11,9,4.1904123366
male,12,12,5.6617126681
male,10,12,7.9617834395
male,11,12,5.8460647633
male,7,14,4.1218216512
male,18,6,5.0616149014
male,16,8,5.2488065526
male,16,8,4.0991360283
male,11,11,12.327922745
male,9,14,25.076734039
male,10,12,5.8494735474
male,11,12,5.5120039196
male,11,13,3.0622243998
male,12,12,8.3204223332
male,8,15,0.8912444149
male,7,15,7.8283457282
male,12,11,4.3987753809
male,11,13,8.450317415
male,16,6,0.231447193
male,9,9,2.6724867489
male,13,6,3.5812037961
male,14,8,10.411562959
male,17,6,7.0063694268
male,11,13,9.5823234316
male,8,12,4.5933365997
male,11,12,6.7572331774
male,10,10,7.3493385595
male,9,14,10.3948213
male,11,12,6.5109695683
male,12,11,18.373346399
male,15,4,3.5649776595
male,9,13,9.0239812301
male,8,13,6.2101910828
male,9,12,6.4306712396
male,7,14,10.105340519
male,11,12,11.785314427
male,6,12,3.4702176457
male,9,12,4.2462845011
male,7,14,6.2554875147
male,9,13,13.609886221
male,11,12,6.4306712396
male,9,12,6.7368936796
male,9,13,5.8877054006
male,9,12,1.7416401274
male,6,13,10.436794771
male,9,13,5.1297396657
male,6,13,7.0117979155
male,8,14,10.564674179
male,18,4,9.0991810737
male,6,12,3.3075658206
male,10,11,3.5583389674
male,10,12,7.3493385595
male,10,10,5.4927119059
male,10,10,1.5611340077
male,10,11,12.151529574
male,15,8,4.7961200733
male,11,12,5.4140127389
male,9,13,6.6348195329
male,11,12,12.489072062
male,11,12,3.0622243998
male,9,13,5.9843470297
male,10,12,7.5081651296
male,9,12,12.853238294
male,11,12,5.8182263596
male,11,12,7.5569469934
male,6,13,2.3161551824
male,11,12,4.2871141597
male,6,14,11.330230279
male,11,11,3.256353145
male,10,12,4.8253232967
male,10,10,9.910291218
male,17,6,5.6068897461
male,7,12,4.1539739684
male,8,12,4.8745612895
male,7,12,1.6634305382
male,8,12,3.2587764776
male,7,10,6.9665605096
male,8,13,10.227234889
male,11,10,2.8141797135
male,9,11,5.2057814797
male,9,12,10.494250026
male,8,12,9.7991180794
male,5,13,9.7640675804
male,12,11,7.9617834395
male,10,12,4.2871141597
male,8,13,7.0431161195
male,12,9,3.6419848008
male,9,12,6.5639130646
male,7,12,13.771733517
male,10,9,4.1513954619
male,10,8,2.5477707006
male,15,6,6.7368936796
male,8,12,4.2871141597
male,8,12,9.1866731994
male,8,12,5.8182263596
male,8,12,7.0431161195
male,8,11,4.1596256337
male,10,12,4.9761146497
male,8,12,5.1309918907
male,12,9,5.3588926997
male,13,8,2.6423386087
male,7,11,3.821656051
male,10,11,4.5933365997
male,8,12,4.5924179324
male,13,8,5.5120039196
male,7,12,5.7555061008
male,8,12,4.0943318394
male,9,12,3.1800022613
male,11,11,6.9563705137
male,8,13,10.555394711
male,9,10,3.6131270066
male,10,12,9.7644513881
male,4,11,2.7936082244
male,10,11,5.2057814797
male,9,12,4.6044048807
male,10,11,9.1866731994
male,9,12,8.1570315347
male,10,12,10.110201193
male,9,12,12.169229973
male,8,12,5.9883499374
male,10,12,16.229789319
male,9,12,7.5687886445
male,11,10,10.184616379
male,11,9,7.0035301578
male,7,12,4.1226063117
male,7,12,3.3843925354
male,10,11,4.8149014321
male,5,12,7.1202941329
male,8,11,3.6746692798
male,5,12,9.1866731994
male,11,7,6.1309990122
male,7,11,2.7560019598
male,8,11,5.8182263596
male,6,11,11.330230279
male,9,9,1.6003584803
male,6,10,1.3099078152
male,6,11,2.4430677951
male,11,9,4.0904575469
male,7,10,4.3498524157
male,10,10,11.126340402
male,7,10,0.6832657788
male,6,11,7.3162334309
male,10,11,4.8995590397
male,11,10,6.7368936796
male,5,12,6.2650099196
male,10,11,3.3649801707
male,7,12,4.1690793283
male,8,11,5.2423265445
male,8,12,2.8204103697
male,9,12,8.5742283195
male,7,11,9.1866731994
male,7,10,4.1728931896
male,7,9,10.133178923
male,10,11,5.8466660247
male,10,10,7.6555609995
male,8,12,3.2497075263
male,4,13,5.6729184329
male,10,8,4.0946314832
male,6,11,7.3493385595
male,9,12,8.2009786501
male,8,11,5.2057814797
male,7,11,9.9522292994
male,8,10,2.969429721
male,14,6,5.5120039196
male,18,3,5.5168263203
male,8,12,14.392454679
male,12,7,5.0526702597
male,10,10,10.425660156
male,9,12,6.2605476618
male,6,11,2.7560019598
male,6,11,4.0693559802
male,9,11,3.7671768776
male,4,11,2.2500692329
male,8,12,4.5987089232
male,9,11,1.5833092067
male,8,12,8.9214233896
male,8,13,20.845396642
male,6,11,4.8995590397
male,9,11,4.0180587633
male,8,10,6.2520414829
male,8,11,3.4351964503
male,9,11,5.7449731485
male,7,12,5.955155093
male,2,13,4.7842464333
male,10,7,4.0355396525
male,8,13,8.9419598025
male,9,12,9.1866731994
male,14,6,5.4595086442
male,10,8,5.8159123362
male,7,11,2.6407241922
male,8,9,2.4497795198
male,8,9,2.7895299642
male,8,12,7.9123313684
male,3,10,5.925048141
male,6,10,7.9617834395
male,8,11,4.0300385311
male,9,10,4.6115951779
male,5,11,5.1537484425
male,7,11,5.3078556263
male,8,11,7.6128606593
male,8,11,8.8804507594
male,9,9,3.3684468398
male,6,9,5.1644000689
male,11,9,4.7996566834
male,11,5,3.8026428368
male,5,9,2.5578012939
male,5,10,5.5120039196
male,7,11,13.469397073
male,10,10,7.0431161195
male,7,11,5.9713375796
male,8,11,11.071436231
male,6,11,3.1154804763
male,6,9,4.8995590397
male,7,11,5.3588926997
male,7,10,3.768891569
male,8,10,5.5501228956
male,5,10,2.1055956204
male,9,11,3.8680729261
male,5,11,7.3493385595
male,9,11,10.702017848
male,8,10,5.790387956
male,9,10,6.8898338256
male,7,11,6.5837824596
male,7,12,5.3323722805
male,5,11,3.4920102805
male,5,11,5.5547326322
male,6,10,9.6282032292
male,8,10,4.0880378737
male,6,10,2.3451497613
male,6,9,0.8138109137
male,8,11,3.7988628737
male,4,11,1.6116970525
male,8,11,9.6460068594
